season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Princeton,West Virginia,2,393,0.519,0,0.481,1
2016,Princeton,West Virginia,2,378,0.492,0,0.508,1
2016,Princeton,West Virginia,2,368,0.52,0,0.48,1
2016,Princeton,West Virginia,2,354,0.565,0,0.43500000000000005,1
2016,Princeton,West Virginia,2,336,0.555,0,0.44499999999999995,1
2016,Princeton,West Virginia,2,315,0.531,0,0.469,1
2016,Princeton,West Virginia,2,309,0.531,0,0.469,1
2016,Princeton,West Virginia,2,306,0.519,0,0.481,1
2016,Princeton,West Virginia,2,286,0.498,0,0.502,1
2016,Princeton,West Virginia,2,265,0.522,0,0.478,1
2016,Princeton,West Virginia,2,246,0.505,0,0.495,1
2016,Princeton,West Virginia,2,233,0.414,0,0.5860000000000001,1
2016,Princeton,West Virginia,2,211,0.472,0,0.528,1
2016,Princeton,West Virginia,2,194,0.497,0,0.503,1
2016,Princeton,West Virginia,2,174,0.477,0,0.523,1
2016,Princeton,West Virginia,2,167,0.424,0,0.5760000000000001,1
2016,Princeton,West Virginia,2,144,0.48,0,0.52,1
2016,Princeton,West Virginia,2,129,0.427,0,0.573,1
2016,Princeton,West Virginia,2,119,0.403,0,0.597,1
2016,Princeton,West Virginia,2,109,0.317,0,0.683,1
2016,Princeton,West Virginia,2,86,0.365,0,0.635,1
2016,Princeton,West Virginia,2,66,0.318,0,0.6819999999999999,1
2016,Princeton,West Virginia,2,42,0.296,0,0.704,1
2016,Princeton,West Virginia,2,34,0.321,0,0.679,1
2016,Princeton,West Virginia,2,1,0.3,0,0.7,1
2016,Princeton,West Virginia,2,0,0.313,0,0.687,1
2016,Princeton,West Virginia,3,600,0.327,0,0.673,1
2016,Princeton,West Virginia,3,584,0.302,0,0.698,1
2016,Princeton,West Virginia,3,571,0.332,0,0.6679999999999999,1
2016,Princeton,West Virginia,3,565,0.304,0,0.696,1
2016,Princeton,West Virginia,3,561,0.26,0,0.74,1
2016,Princeton,West Virginia,3,543,0.305,0,0.6950000000000001,1
